ORIGIN_AIRPORT,DESTINATION_AIRPORT
11867,11298
10693,12953
10185,11298
13290,11298
11413,14107
14698,14107
11537,11433
14698,14771
13264,14869
10713,14747
12945,11433
10713,14771
15389,14869
13930,11193
12278,13487
11433,11697
12402,12173
15412,11298
13851,11292
14635,12266
10140,11298
15304,11298
11337,13930
12478,10721
13851,14869
12945,11298
15919,12266
10599,12953
13198,12953
13930,10423
12173,14771
10792,13232
10821,13204
10821,14307
10821,15016
10874,12953
12892,11259
12953,12191
10693,10821
10693,12889
11259,14683
11278,11259
11884,10713
12191,10693
14492,11259
14683,11540
14893,14908
13303,11057
10397,13303
12266,14100
14635,11057
12451,14100
12892,14100
11433,10721
14570,14869
14679,13487
13360,10397
11973,10397
11003,13930
13076,13930
10874,13930
14489,14869
11298,14771
10693,11057
10627,11292
14006,13930
14193,12266
11618,10423
11697,12266
14831,12892
10728,11298
11618,11066
11292,13204
12953,11292
11066,12892
15401,11298
11278,13487
12889,14869
13230,10397
13204,11433
14685,12266
13422,12266
13244,11618
11996,12266
15370,12266
14524,10721
12992,12266
15356,14635
13930,10821
13204,12266
12016,12173
10792,15304
10874,11292
11042,13232
12191,13851
12889,15376
13158,12191
13198,15016
10423,10821
10713,11884
13796,13232
13871,13232
13232,11066
13232,14100
11259,13495
15304,12191
14107,14908
14679,13232
14747,13232
14831,11292
14831,14679
14893,10800
12892,10423
11540,11298
12478,11298
12266,11298
14122,12892
14869,14100
12478,11057
14679,14107
14262,14771
14831,14747
14679,14747
14679,14057
10721,14492
12953,11697
12478,14027
11540,10397
10140,10397
13303,10397
14831,13487
10693,11433
13244,11433
10257,13487
11067,13930
12915,11298
10685,13930
11274,13930
11921,11298
15919,12953
11823,13930
10561,14107
13476,12892
11775,11292
12519,11292
10713,14869
12156,14869
15376,12892
13487,12892
13486,14869
11013,11433
11823,10397
11193,12266
10158,13577
14492,11618
11109,13930
13495,11618
14771,14747
11042,13342
10529,13930
10397,11618
11618,15304
14492,10721
14814,11298
10620,14869
14679,12478
15412,13930
13851,11618
11540,12266
11973,12266
12448,12266
12451,12266
11618,14122
14492,11292
12266,11618
14893,13930
14771,14679
14679,12266
11066,13232
12889,14908
12892,13232
10140,12889
10693,14492
14057,12889
14107,10397
13204,10821
13232,15304
13342,11259
11259,11278
11267,11292
11278,12191
15370,11292
14679,14831
14771,13232
12339,11298
12889,14107
14100,11057
11057,14100
14027,11057
10299,13970
12197,11697
10721,13204
13342,13487
10792,11433
10627,11298
10779,14869
14150,11433
13487,14771
14794,14869
10693,11193
13871,12953
12889,11618
12264,14771
12511,11298
13871,11618
10721,14869
15016,14869
12177,12266
14108,11433
11977,11433
14685,13930
12889,10821
13198,11292
10140,12191
14057,13232
13204,13232
13232,13198
13244,12191
11259,11292
14576,13232
14679,14683
14683,13232
14831,14908
14893,13232
10529,11298
10397,14100
14057,14679
13296,10397
14457,13487
14307,10397
10849,14869
11042,10397
11298,12889
14057,10800
10279,11292
14057,13891
12523,14747
12478,13495
12478,12889
13342,13930
13930,13184
11721,13487
14908,10397
15412,12266
11612,11433
12007,10397
11292,15304
14908,12266
15304,12266
10721,15016
10821,13296
12264,11292
12339,12889
12889,14057
12892,13796
10599,11259
13796,13891
13232,11433
13232,12191
13296,13204
11259,13232
11540,10423
15016,12191
15304,11697
14122,14107
14831,12889
14908,11259
14908,13796
14908,14771
13930,10599
14908,11298
10529,13303
12478,14107
14908,14107
13487,14747
14747,14679
14831,14057
13487,11433
14908,13487
11637,11298
14588,11298
12264,13487
11618,11278
10135,13930
15304,12892
13930,12339
13891,12266
14771,13891
12951,12266
13204,11292
13930,12889
14057,13930
11618,11292
11618,14679
14908,13930
15304,11618
10721,11066
12339,15304
12889,13796
12953,15016
13198,12892
13796,11259
11278,13232
11540,12191
11697,10821
15016,12889
15376,13232
14570,14679
14679,10821
14679,13796
14730,14107
14893,14057
13303,10721
14771,14057
12889,14747
14747,14893
10721,11042
10721,14635
13487,11278
13577,10397
13061,12266
14696,11433
15041,14869
13029,11292
10792,12953
11042,12892
10257,13930
14683,13930
14908,11292
10994,13930
12339,12892
15016,13487
13930,11986
14696,13930
12197,13930
11042,13204
14679,13930
12206,12191
12339,11278
12892,10821
12953,11259
11278,15016
11986,15016
14107,11259
13931,11298
10821,11298
13303,13930
13342,11298
13303,11278
11298,13204
11697,11278
12451,11057
14492,14100
11042,11057
11298,14683
12264,12478
14122,13487
14262,14107
12892,14698
11921,14869
13930,11423
13930,13244
11109,12892
13487,13204
13930,14574
13303,12892
10423,11057
13930,12992
14109,13241
13930,11433
14057,13487
10397,11697
11298,12217
11996,13930
13377,12266
11778,10397
10868,12953
11618,13871
13930,12264
13303,14100
15356,13930
11292,12892
14492,14771
11618,12889
11042,12889
11697,12892
11259,12953
12173,12892
14908,11618
13230,13930
13930,14122
10800,13796
10821,11259
10821,12889
11042,10693
11066,10693
11066,12889
12992,11259
10140,14679
10257,12889
10423,10693
10423,14831
13796,14908
13891,13796
14027,10821
14057,13198
13204,11259
13232,13487
13232,14107
13342,15016
11259,10821
11433,10693
11618,15016
11697,11259
11996,13232
14908,14831
15304,10821
15304,11259
14107,10821
14107,13232
14193,10693
14492,13204
14771,14908
14831,10800
14869,13796
10800,11292
14747,12478
14831,13930
14524,11298
14771,13303
11298,15016
12892,10721
11298,10423
11298,10693
11298,11042
13303,14843
14492,13930
13303,12889
11298,14747
13303,13204
11298,12451
12889,14100
12339,11057
15304,11278
11433,11057
13487,14100
14107,14100
11057,13303
11995,11057
10821,14107
11278,14107
10713,14107
14100,14107
11618,14747
14908,14747
10800,14747
10397,14747
14679,13830
14057,12173
13796,12982
14027,12197
15096,13204
12197,14635
12451,11697
10721,14747
14747,12954
12954,13796
12478,10994
11278,13204
13930,12478
14635,10721
10721,14679
11697,12478
14893,13487
12889,12478
12451,11433
15304,12953
13487,12953
13487,14869
13487,10721
14771,11433
12441,14869
13485,11433
11146,10397
10792,13487
14321,10397
12892,11433
13871,13487
13303,12478
11067,11298
13930,11003
13303,12451
10158,11697
12898,12889
11695,14107
16218,14107
11193,11278
11540,11292
11638,14679
14113,14869
11823,11433
13029,13487
10423,13930
14893,12173
13796,13830
11648,11292
10397,13930
14524,13930
10140,13930
13930,15919
11618,14635
10721,10423
13930,15016
11995,13930
10721,14524
14492,12892
11624,10397
12953,10792
11193,12889
11618,12892
10800,12889
12191,14107
12278,11259
12391,11697
12451,10821
10397,11292
13204,12889
11540,12892
11618,12191
11697,11292
11697,15304
15304,13342
14122,13204
14683,10693
13930,14908
13303,14107
12264,11298
11503,11298
11298,14492
11298,10721
14831,11298
13303,15304
13303,10821
14057,11298
11298,10821
11292,14100
13204,11278
14747,13891
10529,14843
14057,12478
12953,13342
13204,12892
14107,13487
13487,11618
13487,12889
13930,13871
11298,13871
11697,11298
13930,12892
10800,14771
10739,13487
14262,12892
13076,13487
14908,14869
11638,14771
14574,13930
14711,13930
13487,13198
13487,11986
14576,13930
14771,14689
11278,10529
11278,11618
14679,11433
13930,14576
11618,11995
12896,12266
13930,14524
11292,10423
13204,14771
14027,11618
10713,11292
10800,14893
10821,13198
10693,11259
14100,11292
14122,12889
12441,11298
15304,13303
11298,13198
11298,11618
14893,11298
11298,11267
13303,12266
11298,11066
13198,11057
11433,14100
14107,14893
12523,12819
12478,14869
12478,14747
11337,13487
10423,11433
11977,13487
13930,14633
11292,14679
12266,11433
10800,14869
10397,14635
13930,11996
10868,13930
10397,14771
12129,13487
13487,12478
12266,13256
12266,13158
12266,12448
14524,11618
11042,14492
11292,12889
12266,12953
12266,13495
12266,10721
12266,12889
10721,13342
10800,14831
10821,12339
10821,13342
10874,13204
12391,15304
12889,11259
10693,11278
13871,15016
13891,12889
14107,10423
11721,13204
12191,11618
15370,14107
14679,10423
14908,12889
13930,14679
10423,12892
14869,11298
11298,12264
11298,14908
13303,11618
10821,13303
11298,13487
10397,12892
11298,14679
13303,14771
14869,14771
15070,11697
14252,13487
14307,11433
10685,11298
11298,13851
14794,11292
12954,14869
14520,13487
15376,14869
15370,13487
14683,12892
11267,13487
13851,14771
11042,14771
10849,11292
14122,14771
12266,10781
12266,11697
12266,13422
12478,13930
13930,13342
12266,13198
12266,14492
11537,13930
14831,13830
14771,11259
10721,12266
12266,13851
11066,14635
13198,12191
10423,14107
13495,13232
13851,14107
11540,12889
15016,12892
14107,12889
14492,10693
14122,14100
11042,14107
14679,12758
14122,11697
13485,13487
13277,11298
11298,11996
12266,12892
11697,12889
11697,11433
13930,10529
13930,13851
14107,16218
13184,13487
12441,11292
12266,11042
12266,12992
13930,13577
12266,12339
13342,11618
12266,12264
11298,15370
11298,10868
12266,15016
12266,11292
10792,12889
12889,14679
12889,15016
10140,10821
13232,14730
12191,11278
14107,15016
14683,14107
14635,11298
12323,11057
13487,14107
11433,14107
15016,14107
13204,14107
15304,14107
10821,12892
10721,15304
12953,15304
10397,12264
14843,10397
11433,13487
10397,14122
10397,12451
10397,13931
11252,10397
10397,11193
11433,11278
10397,14524
14574,10397
10397,11278
13930,13485
14100,13577
10713,12266
12003,11292
12523,10299
11278,14869
13487,13871
11433,11042
10721,10792
12478,12954
11884,13487
10397,12266
10397,14492
10397,10529
12266,13244
12266,11066
10980,11433
10397,12197
12448,13930
12266,15370
11618,10994
15304,11292
10140,11292
13930,14986
10423,14771
10800,14107
10821,10693
12889,10423
12889,10800
12892,12191
10140,11259
10529,13204
14100,12889
13204,10693
13232,13495
13232,14635
14107,14057
14307,15304
11298,14524
14570,11298
13495,11057
11057,14747
11057,12892
11057,12478
11066,14107
11057,14771
14843,15024
10994,11278
14057,12954
12953,14027
11057,14869
11298,11433
11433,13204
14869,11433
13495,14869
13487,11066
10821,14869
11433,12889
15376,14771
12280,14869
12892,14683
15016,14771
14869,14057
10693,14869
11823,13487
13930,11823
10397,11433
14100,13487
14696,11618
13930,11721
12266,10423
14107,12264
13930,11267
11042,13487
13930,13931
11618,14685
11618,14027
11057,11292
15624,11298
11292,11278
10721,11292
10821,10257
10994,10821
11057,10821
12889,13891
10423,12191
13342,13204
11259,13158
12191,12206
15304,13232
14492,10821
14524,13204
14679,12889
14730,10821
14100,12892
11057,11278
11057,14635
11057,14107
11057,11697
14747,12523
11697,12451
13204,10721
10397,10721
10397,11066
11986,13487
10397,12339
10397,15304
11433,11618
13204,11697
11292,12255
13930,10792
12266,13204
13367,11298
12266,10994
14108,11298
12280,11292
12266,10821
11259,10140
14107,10693
11259,13204
11884,13796
14122,11298
11057,13204
11057,10529
14107,14771
14100,14679
14747,10800
11292,14747
11697,13204
14747,11884
11057,11618
12478,12264
14952,11298
11433,13930
13495,12892
13930,12197
12478,14986
12266,14685
10279,12266
12266,12951
13930,14869
11697,11618
11066,10721
10257,15304
10693,11292
13204,15016
13232,10599
13342,15304
11433,11259
11618,13495
15304,12889
14107,11540
14107,12191
14492,15304
12892,11278
11298,12339
12889,11057
11057,15304
14100,14747
11057,14492
11057,12266
10299,14709
11697,10721
13061,11298
13422,11298
14771,14893
11042,15016
13495,12264
12156,11292
11618,14321
14730,13930
11193,11697
13930,14635
14679,12264
11259,14771
11618,14107
13198,14679
10529,12889
10693,15016
13204,12391
13232,10423
13342,12953
13495,10821
11259,11540
12191,10721
12264,12892
14683,14100
14027,14100
11057,13198
11057,10721
11057,14679
14057,10721
11697,12197
12478,14492
12339,11433
11433,13303
10397,13495
11638,12892
12892,15376
13198,14771
14696,13487
14747,14057
14869,14794
13342,12266
11298,12448
13930,10874
13241,11298
11433,14576
11292,14057
14747,12264
11292,10721
10821,10529
10821,14492
13931,13204
14100,15016
11259,12278
11259,15370
15304,14492
11057,14122
13244,11057
10299,12523
11433,14635
11292,10713
13487,11193
11292,14893
11292,11638
14771,14869
11292,10372
11292,11122
13244,11298
13930,10257
13930,13198
11057,12889
12478,14893
13204,11618
12953,14492
11292,14457
10781,11298
13930,15096
11433,15096
14057,12264
12339,14771
10792,13204
10821,11066
10423,11540
10693,10423
13232,14683
11259,12896
11278,13198
12191,13158
14122,14635
12892,12173
14570,13930
12896,11298
15096,11057
14321,11057
11423,14107
10397,14107
11278,14747
14747,11278
14747,12819
11298,14057
12173,14747
12478,12451
12478,11697
11057,13487
15304,12478
13204,13487
11697,13930
11898,13487
14747,14689
14747,11109
14107,12173
13930,14843
10868,11298
11292,14683
12197,13204
10721,14843
15096,13930
10529,11697
13029,13930
14524,12266
12889,12264
11292,14908
10821,10792
11259,10279
10693,11481
10693,11697
10693,13204
10693,15304
14057,13796
11259,11697
15370,12191
15024,13303
12892,13204
10257,11057
14869,14679
13577,11697
12953,12451
14869,12266
10713,13930
11618,11042
14893,12264
12402,13830
11292,12953
11298,10781
11298,15412
10397,14814
10397,11641
10397,10980
10693,13495
10693,14683
13204,13342
13342,11278
14908,14893
14747,10821
14027,10721
10397,13244
10423,14869
10397,14730
12953,10693
11292,14831
13930,13495
10397,15919
12954,14771
10397,13851
10397,12448
11292,13158
10397,15016
12953,14524
10721,14027
12478,13487
10397,12478
11618,13931
10397,12945
10397,10868
12264,14747
12892,11042
12889,14683
13232,11697
11259,12992
15016,10721
15016,11066
15016,11433
15016,13342
15016,13871
15376,12889
14307,11697
11278,12889
14747,13204
10397,14843
10397,14869
14674,11298
11921,14107
12266,14869
11292,11540
10397,11267
10397,13342
12892,11109
10397,13198
11278,14843
13930,10990
14683,12478
10397,11995
10397,10781
10397,13422
12264,11618
14771,11278
12264,12266
12264,14679
10821,14683
12889,10279
12892,13495
13198,13204
13851,12191
13204,13495
13232,13851
13232,14057
13232,14869
15016,14100
14107,13198
14869,13232
14771,10157
14576,11057
10397,10994
10397,10792
10397,14679
10397,10423
13930,13076
11066,12953
13930,13230
13930,15295
14869,10918
11618,11267
10821,11292
11298,14122
13204,13933
10397,11042
13930,10693
12892,14570
14698,12892
11618,13487
10821,12191
10821,14027
10821,14730
12889,13871
10257,13204
13232,13891
13232,14679
13232,14747
13495,11259
11259,13244
11292,10140
11292,13796
12191,12953
15304,13495
14492,15016
14679,14100
10551,10299
10397,10693
10821,13487
12478,10423
11298,12992
11109,14869
13930,15412
10397,11953
14122,12266
12953,11042
13495,11292
13930,15304
13871,13930
10397,12217
12264,10721
13796,13930
15304,11433
11618,12339
10397,15370
13930,12945
13930,10135
11278,14771
10821,11986
10821,14843
10821,15304
12191,13796
12889,13204
13232,14771
11292,14570
12191,10140
12191,12892
14771,14262
11278,13495
14747,14100
10721,12451
12478,14685
15304,14843
12892,13830
11193,14869
10397,14685
10529,13487
13244,13487
11433,12339
15412,10397
12478,14679
13930,11067
13930,14730
10158,13204
11697,13495
10821,13577
14869,14893
14869,14831
13486,11292
14869,12478
11433,12892
10397,13277
14771,11603
14771,10561
10397,13871
10397,11986
11618,15919
11433,13577
11433,10980
12264,13930
11433,13342
10397,14027
11618,11996
11433,11612
10397,15624
13930,11612
11433,10423
13204,11042
11292,13342
10821,14122
10821,14747
10994,11259
12191,14683
12191,14908
12451,11292
12889,10140
12889,10693
13204,12339
13232,13796
13232,13871
11292,10800
11292,13891
11292,15376
14831,13891
11278,12892
11433,14869
14869,13487
10397,10599
13930,11977
13930,15380
13930,13367
14122,10721
11433,12478
11433,13485
11433,13871
12478,15024
12892,14689
14869,12954
10397,14193
12197,15304
14771,10800
11433,14747
14122,11618
12953,11193
12264,13204
14771,11697
12264,15304
10821,10423
10821,14635
12191,14679
13232,10140
11259,10721
11259,14747
11292,11884
14107,14570
14683,12191
14107,13303
13930,14492
11278,14027
14107,11066
14747,14492
14747,15304
15024,14843
10397,14683
14869,14908
14107,14262
14869,10713
12896,11292
11042,11278
11433,10333
11298,12951
11298,14814
11298,11778
12266,13871
12266,12896
11066,12266
14771,13830
12191,11140
15304,14730
14107,13891
11298,11540
13930,14027
11884,14107
14107,11278
14747,11697
14679,10721
11433,14771
11298,14783
11298,10136
11298,14842
11298,11049
14869,11884
11433,14696
14679,11638
14869,10800
14869,13891
14869,15376
10721,12889
11433,13495
14122,11292
11433,11986
12264,12889
13244,11292
14107,11695
13930,11637
12819,14747
11433,15304
11433,14679
11298,15401
11298,14674
11298,13061
11618,13244
12266,12278
14524,13487
11292,12339
13796,12173
13485,11292
10821,10994
10693,13198
10693,14679
14057,14893
13232,10994
13495,10693
12191,11540
15016,10693
15016,11618
11298,13256
11298,15376
14107,14122
14747,12982
14057,13830
11697,14843
10721,11697
11433,10529
13930,10685
11298,11982
13930,10469
12892,11540
14107,11921
11433,15016
14771,14698
14869,13930
14771,10423
11433,11823
14492,13487
12982,13830
13930,14108
14107,11413
11298,12891
11433,14524
15016,13204
12191,15370
12889,12339
11298,12266
14107,11423
14107,13204
11298,11413
11298,11921
11298,11905
12266,15412
11298,14960
14747,12173
13487,12264
10397,12992
10397,11996
13487,15304
11042,11292
13487,14635
13459,13930
14107,12339
14107,10721
12451,13303
11278,11193
13930,14696
11298,15411
11298,10155
11298,10747
11298,10728
11618,13342
12266,11921
11618,13198
12266,10599
10581,11433
14831,12173
11618,14908
14771,12982
11618,14843
12266,14683
10821,13495
10140,13232
13796,10713
13232,10529
13232,13244
11278,12339
11481,10693
11697,10693
12191,13198
11298,13891
13256,11298
11298,13290
12266,10693
12892,10140
10713,14679
13487,15919
13433,13487
14771,10713
13487,14457
12266,11109
12266,14057
11298,13495
13796,12954
13577,12953
12266,10279
13970,10299
10529,11278
12266,10747
13487,13433
12992,11292
12478,11292
13487,14057
15096,13487
10397,14321
10397,10208
10397,10431
13930,15370
12266,11278
14771,12173
13930,14057
10821,12451
11066,15016
10423,14908
10713,13796
13796,11884
13204,10599
13232,10792
13232,12992
11259,14100
11540,14107
12191,10423
15016,11278
14679,11259
14908,14057
11298,12173
11298,10140
11298,14831
14107,13871
10397,10874
11298,12191
10397,11973
13487,12278
13487,10713
14747,11638
12266,14679
10397,14696
12266,12206
12266,11982
12266,15411
10397,15323
13930,12448
13930,10849
13930,14683
10397,15096
10397,14986
10397,13360
12266,15376
12266,14908
10397,11481
12266,13061
10397,13795
15304,11042
12889,11193
12758,13830
13204,12264
12266,14831
12889,15304
13204,14122
13342,13198
11298,14893
12478,15096
10397,12278
10397,14576
12478,11433
12266,14193
12266,10140
13930,14952
10397,14108
13487,14683
12266,13377
13930,10408
12266,14747
13487,10627
13930,13344
12892,13476
13930,11109
11003,11292
12266,11140
11066,11292
13487,11775
12266,14893
11618,12173
13930,12173
12339,12191
12889,14492
11259,14679
11259,14908
15016,14492
15016,15304
12892,12982
11298,14570
11697,13933
13198,13487
13487,14831
13830,12402
12278,11298
13204,10158
13487,11898
10397,11823
11637,11292
13930,13029
15304,10158
12266,13891
15919,11292
10397,15249
13930,11775
10372,12892
13930,14783
13487,11637
11057,13931
11193,11292
13930,11337
13487,14908
10397,14307
12266,12915
12217,11298
13204,15356
15304,12264
10821,10599
12889,10713
12889,13495
11057,10994
11057,13495
13303,11193
13303,11042
13303,11066
13184,13930
14783,11292
10397,14574
13487,14679
13930,12278
14771,13264
11423,11292
14771,14492
11057,14027
10397,11252
11042,11433
11986,11292
10821,11042
13198,12339
13495,15304
13342,10721
15304,13198
15370,13232
14908,13232
13303,14492
11057,10792
12451,11278
13204,10732
10800,14057
12889,11042
10397,14783
14307,13930
14100,10423
14771,12758
10721,13198
12206,10423
12889,13342
13204,14307
14747,10721
14747,10693
10397,11721
11193,14771
11193,12892
11193,15304
10918,14869
13891,14057
14747,13871
14747,13851
11193,13487
14679,12173
13930,10140
11122,11292
10792,10721
13495,12478
12339,13204
10693,14107
13204,14492
11259,10599
11259,15304
15304,10693
14831,10423
12892,11066
14831,12758
14321,11618
10397,11540
10397,10185
10397,12951
11057,12339
10785,13930
12278,12889
13198,13342
13232,14492
13342,14747
11057,11042
14100,14307
14107,10713
14057,11278
11278,12451
12478,13796
14869,10721
14869,10821
10397,11624
10397,14893
13577,14100
14869,14457
10397,13577
10397,13230
12953,14635
11292,11042
12892,11638
14869,13198
14869,11278
15016,11042
12953,10868
10821,12992
10821,14679
12889,10792
12889,11423
14057,10299
13930,10299
11193,13204
14457,13930
14869,10140
10397,12323
11292,13303
11298,11109
12819,15841
14771,15376
10397,15024
10397,13367
12278,11292
10821,10140
12451,10693
12992,14107
10693,11618
10693,14193
11481,12191
14100,13495
11057,14307
14100,14057
12478,10785
10994,12478
10397,11146
10397,14098
10397,11612
11292,13244
12889,11697
13158,12889
10423,14679
10599,15304
13232,12278
14100,14843
11057,12451
14869,11193
10397,14057
11292,12519
11292,11003
14869,10423
11292,12278
11292,12992
10397,10257
11292,11267
11292,10627
13487,11721
11292,13851
12478,14576
10732,12478
13487,11977
11618,10792
11433,10434
14576,11433
12266,12389
13303,12264
12478,12173
12892,12758
12266,12173
13931,13930
12889,11066
13204,11066
13204,13198
11292,11066
14747,13342
14843,11298
14100,14027
12523,15991
12478,15304
14869,11618
14869,13204
13487,13495
11292,12896
11292,14814
13487,11315
11292,13029
13487,11337
11433,11193
11292,11193
10397,11423
11292,11637
10397,14908
10397,11150
13930,15356
11292,13495
10821,12391
10821,14321
11066,11278
11259,13796
11292,13871
14679,14570
14730,13204
14100,11697
14747,14262
13930,11540
14057,15016
12892,10372
11292,14492
11292,12389
11292,11986
11433,14307
12889,12954
13487,12339
11292,13433
13487,12884
11292,15370
11433,10135
11433,11537
13930,11274
11618,14730
13930,11076
11986,11618
13830,12982
11433,10408
10821,14576
12889,11884
12889,14122
13495,11278
11697,13232
15016,13851
15016,14683
15016,15370
11292,15919
14747,13198
14893,13830
14747,12758
14492,12478
13487,13303
11433,13296
11433,14027
13930,15376
14709,10754
11298,15624
12266,14524
12266,11049
11433,10599
14635,15356
12892,11697
12266,14843
10821,13931
10599,13232
14057,10140
13204,13244
13342,14771
11259,11057
14492,12191
14107,12982
14107,13342
10299,13873
14747,15376
13487,10529
11298,14193
11298,15919
14107,10561
10561,14771
12255,11292
11267,13930
12266,10599
12266,11697
10821,12266
14771,13930
11433,14492
11982,11298
11905,11298
15411,11298
14679,14869
14108,13930
12266,14683
14771,14869
10397,11278
12266,15016
11433,13244
13871,11433
12266,12951
11618,13931
14574,13930
10423,11259
11259,10423
10800,14893
10821,11721
11140,12191
12191,14107
12191,14122
12889,14679
13198,13796
10423,11292
10529,13232
10693,13796
13232,11278
11540,14683
12191,12339
14570,14107
14635,13232
14679,14771
14831,14908
11298,13204
11298,11540
13204,13303
11298,12889
11298,13487
11298,12953
11278,13930
11298,10721
14100,14771
14100,14107
12892,14492
11278,13198
10529,11057
13204,14100
12478,11057
13930,11057
15304,11057
14107,14771
14107,14908
13204,11057
11298,15304
14831,11298
12523,14828
14679,13204
14679,12982
12954,14057
11697,14771
11298,13930
11433,13930
14057,14869
12339,11433
13487,11697
12892,15304
11298,10136
10821,13930
11298,10599
11298,11193
10693,12953
12892,14107
14893,14869
11986,11433
12266,11042
11292,10599
14576,13930
15370,12266
12402,12173
11618,12266
14908,13930
10423,11618
12953,12266
12758,12173
15016,13930
11433,15412
12266,13495
12266,15370
11298,14771
10721,11278
12264,10721
14771,10721
10685,13930
11612,13930
13277,10397
11057,13930
12266,11278
14570,14771
12891,11298
11298,14814
10397,15304
13204,10397
12892,12173
10397,11308
10397,10685
10397,11982
12197,10397
14100,11057
11292,14908
11292,14747
11193,11292
11292,15412
14057,11292
10721,12266
14679,13930
15304,11618
10800,14831
12191,13495
12191,15304
13495,13204
13891,14893
13232,11433
13232,14122
13244,11259
11259,14122
11292,13851
12191,11697
12191,12892
12191,13204
15304,13296
14570,12889
14679,12191
14679,12889
14771,12892
14771,14908
11298,13495
14843,13303
11298,11697
11298,11638
11298,14747
11278,14321
14107,11884
14107,14057
14107,14747
11618,14107
13891,14747
14747,12266
10397,12992
14635,10397
10397,15412
12953,14027
11267,10397
10397,15919
11996,10397
13930,13851
10397,12007
10333,11433
14262,14107
11695,14107
12892,13796
12266,11193
14747,13830
14108,10397
10397,10731
12266,13303
11298,13198
12197,14027
10721,14685
10397,13931
11433,12884
13342,13930
14698,12892
10529,10397
10397,10135
10397,11996
10431,10397
12889,14771
11298,14492
10397,11042
13232,10397
11298,12951
13891,14771
10800,14771
11278,11042
11618,12889
13487,11298
12889,12478
15376,12266
12892,12478
11618,11292
11298,13931
10397,12217
13930,11433
11618,10397
12451,10397
10397,13485
12266,11973
14524,12953
14747,11292
13830,12173
11618,14771
12478,14771
12892,13930
10821,10792
12889,11292
12889,14730
12953,11259
13796,10800
13796,12889
13796,14679
13796,14908
13871,12889
13891,14831
11278,13495
11292,11986
12191,11481
14831,12892
14908,11292
12953,13930
11298,10821
12892,12889
10821,11298
11298,10140
11278,14107
11618,11057
14122,11057
10821,11057
11278,10721
14747,10299
14057,13930
11433,10721
14107,14869
12478,14747
11292,10397
13487,14100
13871,10397
10397,13851
11298,13851
10693,12478
14960,11298
11996,13930
12953,14492
11298,14842
16218,14107
13487,11433
10713,13487
12892,14679
14771,13830
10397,10980
11433,12197
13930,12884
13204,12266
11066,13930
10397,10990
12266,12945
10208,10397
11292,12953
10397,14730
11193,13930
10713,14747
12266,11618
11697,11278
12266,13204
11298,10397
13204,12478
12889,10721
10397,13198
11298,12945
12266,11996
10397,10781
11618,11995
14100,13303
13830,12982
14771,10423
14122,13930
10821,10257
10821,13204
12191,14492
12889,11721
12892,15016
13796,12892
13796,13891
11259,13158
11697,10821
14683,11259
14747,14679
11298,14908
11278,13303
11298,12264
11298,13303
11298,14679
14107,12173
14107,12889
11278,11057
14107,12758
13930,14831
14869,14747
14635,12197
11057,12478
13204,12953
11298,10279
14492,12953
11298,14588
10397,13930
12266,11433
11638,14057
12266,10185
10397,13377
10713,14771
14107,13930
11413,11298
10792,13930
10408,13930
14100,12266
14262,14771
12954,12478
13487,11278
14689,14771
10980,10397
12266,10721
13244,10397
14952,13930
14893,14771
12951,11298
13930,11996
12266,13244
13487,13485
12953,14524
11612,11433
15323,10397
12264,11193
11292,11298
14771,12478
14771,11292
14771,14057
11259,12953
13930,12892
12889,14893
12892,10397
13495,12191
13796,13232
13204,10693
13232,11259
11259,14831
11697,11259
11884,12889
12191,12206
15304,15016
14107,11540
14307,10821
14492,12889
14679,13232
14679,15376
14730,11292
14747,13232
14908,14831
11298,14831
11298,14683
11298,11292
11298,15376
10397,11057
14771,14100
14107,13830
14747,10800
10721,10821
14747,10397
10397,12451
10397,10792
14783,11298
12266,11066
11603,14771
14771,14893
14771,11603
14771,14689
14747,14831
11977,13930
14771,11298
13204,14524
13930,11003
13930,11267
12266,12217
10397,15607
13930,10994
14771,13891
13930,14771
13930,13204
11298,14100
12478,14635
11921,11298
13930,13342
13930,11995
13930,13485
12266,15919
11618,14576
13204,13930
11618,15096
13577,10821
14771,14683
13061,11298
14771,13487
11697,10397
11298,11982
13930,14524
13930,11618
12892,12264
10821,15304
12889,14683
12889,14869
14107,10423
13342,12892
13495,10397
11259,13495
11697,13495
14107,12992
14107,13204
14107,14492
14107,14683
14107,14730
14747,13796
14893,14908
14771,13851
11298,12173
11298,14893
11298,14057
12892,13303
13851,11298
11298,14122
10423,11298
12892,14100
14057,12892
10721,12478
12478,12889
10693,10397
10397,12953
10423,10397
15304,10397
11057,10397
11697,12953
12892,12266
10397,12892
11267,11618
13930,15096
12889,14747
10721,14986
11042,10721
12448,12266
13930,10792
13930,11042
14771,12266
14771,13204
14771,15016
11278,11298
11042,10397
11618,11996
12992,13930
10874,13930
14771,11618
10397,11259
10397,11433
11298,12278
11298,12448
12892,14747
10397,14679
12478,11697
11982,12266
12896,12266
11140,12266
13342,11618
11308,10397
10397,10146
11292,11278
13830,14831
12889,12892
10423,11697
13487,11292
11292,10821
11986,11292
15304,13232
14107,13495
14107,15304
14831,12889
14893,14107
14893,14679
11298,13830
14747,13930
11292,13930
12892,11298
11298,12892
12892,14057
13830,14679
12953,11697
13204,11278
10721,14027
12478,14027
